Title,Title_URL,Image,listeritemimage_URL,listeritemindex,Year,certificate,Time,genre,iplratingstar,iplratinginteractive__starcontainer__divcontains_class_iplratingstar,Score,Content,textmuted,textmuted_URL,textmuted1,textmuted_URL2,textmuted3,textmuted_URL4,textmuted5,textmuted_URL6,textmuted7,textmuted_URL8,textmuted9,textmuted_URL10,textmuted11,textmuted12,textmuted13,Text,directors,boxoffice
Toy Story 3,https://www.imdb.com/title/tt0435761/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0435761/?ref_=ttls_li_i,36.,(2010),U,103 min,"
Animation, Adventure, Comedy            ",8.3,Rate,"
92        
        Metascore
        ","
    The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","
    Director:
Lee Unkrich
                 | 
    Stars:
Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Ned Beatty
    ",https://www.imdb.com/name/nm0881279/?ref_=ttls_li_dr_0,Lee Unkrich,https://www.imdb.com/name/nm0000158/?ref_=ttls_li_st_0,Tom Hanks,https://www.imdb.com/name/nm0000741/?ref_=ttls_li_st_1,Tim Allen,https://www.imdb.com/name/nm0000349/?ref_=ttls_li_st_2,Joan Cusack,https://www.imdb.com/name/nm0000885/?ref_=ttls_li_st_3,Ned Beatty,,,"750,578",$415.00M,"
                        1h 43min
                    ","
        Director:
Lee Unkrich    ","
Cumulative Worldwide Gross: $1,066,969,895        "
The Fox and the Hound,https://www.imdb.com/title/tt0082406/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0082406/?ref_=ttls_li_i,37.,(1981),U,83 min,"
Animation, Adventure, Drama            ",7.3,Rate,"
65        
        Metascore
        ","
    A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.","
    Directors:
Ted Berman, 
Richard Rich, 
Art Stevens, 
David Hand, 
Wolfgang Reitherman
                 | 
    Stars:
Mickey Rooney, 
Kurt Russell, 
Pearl Bailey, 
Jack Albertson
    ",https://www.imdb.com/name/nm0075859/?ref_=ttls_li_dr_0,Ted Berman,https://www.imdb.com/name/nm0723704/?ref_=ttls_li_dr_1,Richard Rich,https://www.imdb.com/name/nm0828245/?ref_=ttls_li_dr_2,Art Stevens,https://www.imdb.com/name/nm0359457/?ref_=ttls_li_dr_3,David Hand,https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_4,Wolfgang Reitherman,https://www.imdb.com/name/nm0001682/?ref_=ttls_li_st_0,Mickey Rooney,"84,141",$63.46M,"
                        1h 23min
                    ","
        Directors:
Ted Berman, Richard Rich            |
3 more credits »
    ","
Cumulative Worldwide Gross: $63,456,988        "
Cinderella,https://www.imdb.com/title/tt0042332/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0042332/?ref_=ttls_li_i,38.,(1950),U,74 min,"
Animation, Family, Fantasy            ",7.3,Rate,"
85        
        Metascore
        ","
    When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske
                 | 
    Stars:
Ilene Woods, 
James MacDonald, 
Eleanor Audley, 
Verna Felton
    ",https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_0,Clyde Geronimi,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_1,Wilfred Jackson,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_2,Hamilton Luske,https://www.imdb.com/name/nm0940627/?ref_=ttls_li_st_0,Ilene Woods,https://www.imdb.com/name/nm0531763/?ref_=ttls_li_st_1,James MacDonald,https://www.imdb.com/name/nm0041598/?ref_=ttls_li_st_2,Eleanor Audley,"144,576",$85.00M,"
                        1h 14min
                    ","
        Directors:
Clyde Geronimi, Wilfred Jackson            |
1 more credit »
    ","
Cumulative Worldwide Gross: $95,126,722        "
The Big Green,https://www.imdb.com/title/tt0112499/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0112499/?ref_=ttls_li_i,39.,(1995),U,100 min,"
Comedy, Family, Sport            ",5.6,Rate,,"
    A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success.","
    Director:
Holly Goldberg Sloan
                 | 
    Stars:
Steve Guttenberg, 
Olivia d'Abo, 
Jay O. Sanders, 
John Terry
    ",https://www.imdb.com/name/nm0805965/?ref_=ttls_li_dr_0,Holly Goldberg Sloan,https://www.imdb.com/name/nm0000430/?ref_=ttls_li_st_0,Steve Guttenberg,https://www.imdb.com/name/nm0001882/?ref_=ttls_li_st_1,Olivia d'Abo,https://www.imdb.com/name/nm0761587/?ref_=ttls_li_st_2,Jay O. Sanders,https://www.imdb.com/name/nm0856012/?ref_=ttls_li_st_3,John Terry,,,"9,241",$17.73M,"
                        1h 40min
                    ","
        Director:
Holly Goldberg Sloan    ","
Cumulative Worldwide Gross: $17,736,619        "
Cool Runnings,https://www.imdb.com/title/tt0106611/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0106611/?ref_=ttls_li_i,40.,(1993),PG,98 min,"
Adventure, Comedy, Family            ",7,Rate,"
60        
        Metascore
        ","
    When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","
    Director:
Jon Turteltaub
                 | 
    Stars:
John Candy, 
Leon, 
Doug E. Doug, 
Rawle D. Lewis
    ",https://www.imdb.com/name/nm0005509/?ref_=ttls_li_dr_0,Jon Turteltaub,https://www.imdb.com/name/nm0001006/?ref_=ttls_li_st_0,John Candy,https://www.imdb.com/name/nm0502442/?ref_=ttls_li_st_1,Leon,https://www.imdb.com/name/nm0234791/?ref_=ttls_li_st_2,Doug E. Doug,https://www.imdb.com/name/nm0507644/?ref_=ttls_li_st_3,Rawle D. Lewis,,,"92,047",$68.86M,"
                        1h 38min
                    ","
        Director:
Jon Turteltaub    ","
Cumulative Worldwide Gross: $154,856,263        "
The AristoCats,https://www.imdb.com/title/tt0065421/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0065421/?ref_=ttls_li_i,41.,(1970),U,78 min,"
Animation, Adventure, Comedy            ",7.1,Rate,"
66        
        Metascore
        ","
    With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.","
    Director:
Wolfgang Reitherman
                 | 
    Stars:
Phil Harris, 
Eva Gabor, 
Sterling Holloway, 
Scatman Crothers
    ",https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_0,Wolfgang Reitherman,https://www.imdb.com/name/nm0365201/?ref_=ttls_li_st_0,Phil Harris,https://www.imdb.com/name/nm0001247/?ref_=ttls_li_st_1,Eva Gabor,https://www.imdb.com/name/nm0001359/?ref_=ttls_li_st_2,Sterling Holloway,https://www.imdb.com/name/nm0001079/?ref_=ttls_li_st_3,Scatman Crothers,,,"92,946",$37.68M,"
                        1h 18min
                    ","
        Director:
Wolfgang Reitherman    ","
Cumulative Worldwide Gross: $35,459,543        "
Angels in the Outfield,https://www.imdb.com/title/tt0109127/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0109127/?ref_=ttls_li_i,42.,(1994),U,102 min,"
Comedy, Family, Fantasy            ",6.2,Rate,"
44        
        Metascore
        ","
    When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.","
    Director:
William Dear
                 | 
    Stars:
Danny Glover, 
Brenda Fricker, 
Tony Danza, 
Christopher Lloyd
    ",https://www.imdb.com/name/nm0213100/?ref_=ttls_li_dr_0,William Dear,https://www.imdb.com/name/nm0000418/?ref_=ttls_li_st_0,Danny Glover,https://www.imdb.com/name/nm0002084/?ref_=ttls_li_st_1,Brenda Fricker,https://www.imdb.com/name/nm0001103/?ref_=ttls_li_st_2,Tony Danza,https://www.imdb.com/name/nm0000502/?ref_=ttls_li_st_3,Christopher Lloyd,,,"28,996",$50.24M,"
                        1h 42min
                    ","
        Director:
William Dear    ","
Cumulative Worldwide Gross: $50,236,831        "
The Sword in the Stone,https://www.imdb.com/title/tt0057546/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0057546/?ref_=ttls_li_i,43.,(1963),U,79 min,"
Animation, Adventure, Comedy            ",7.2,Rate,"
61        
        Metascore
        ","
    A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.","
    Directors:
Wolfgang Reitherman, 
Clyde Geronimi, 
David Hand
                 | 
    Stars:
Rickie Sorensen, 
Sebastian Cabot, 
Karl Swenson, 
Junius Matthews
    ",https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_0,Wolfgang Reitherman,https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_1,Clyde Geronimi,https://www.imdb.com/name/nm0359457/?ref_=ttls_li_dr_2,David Hand,https://www.imdb.com/name/nm0814862/?ref_=ttls_li_st_0,Rickie Sorensen,https://www.imdb.com/name/nm0001982/?ref_=ttls_li_st_1,Sebastian Cabot,https://www.imdb.com/name/nm0842425/?ref_=ttls_li_st_2,Karl Swenson,"88,829",$22.18M,"
                        1h 19min
                    ","
        Directors:
Wolfgang Reitherman, Clyde Geronimi (uncredited)            |
1 more credit »
    ","
    Production Co:
 Walt Disney Productions, Walt Disney Animation Studios      
        See more »
      
    "
101 Dalmatians,https://www.imdb.com/title/tt0115433/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0115433/?ref_=ttls_li_i,44.,(1996),U,103 min,"
Adventure, Comedy, Crime            ",5.7,Rate,"
49        
        Metascore
        ","
    An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.","
    Director:
Stephen Herek
                 | 
    Stars:
Glenn Close, 
Jeff Daniels, 
Joely Richardson, 
Joan Plowright
    ",https://www.imdb.com/name/nm0378893/?ref_=ttls_li_dr_0,Stephen Herek,https://www.imdb.com/name/nm0000335/?ref_=ttls_li_st_0,Glenn Close,https://www.imdb.com/name/nm0001099/?ref_=ttls_li_st_1,Jeff Daniels,https://www.imdb.com/name/nm0000613/?ref_=ttls_li_st_2,Joely Richardson,https://www.imdb.com/name/nm0687506/?ref_=ttls_li_st_3,Joan Plowright,,,"100,667",$136.19M,"
                        1h 43min
                    ","
        Director:
Stephen Herek    ","
Cumulative Worldwide Gross: $320,689,294        "
The Even Stevens Movie,https://www.imdb.com/title/tt0327698/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0327698/?ref_=ttls_li_i,45.,(2003 TV Movie),,93 min,"
Comedy, Family            ",6.2,Rate,,"
    The Stevens think that they've won an all-expenses-paid trip to an island that's halfway around the world. When their house is destroyed, their food stolen, and their bacon eaten, the ...                See full summary »
","
    Director:
Sean McNamara
                 | 
    Stars:
Shia LaBeouf, 
Christy Carlson Romano, 
Donna Pescow, 
Tom Virtue
    ",https://www.imdb.com/name/nm0573732/?ref_=ttls_li_dr_0,Sean McNamara,https://www.imdb.com/name/nm0479471/?ref_=ttls_li_st_0,Shia LaBeouf,https://www.imdb.com/name/nm0005579/?ref_=ttls_li_st_1,Christy Carlson Romano,https://www.imdb.com/name/nm0675950/?ref_=ttls_li_st_2,Donna Pescow,https://www.imdb.com/name/nm0899487/?ref_=ttls_li_st_3,Tom Virtue,,,"6,492",,"
                        1h 33min
                    ","
        Director:
Sean McNamara    ","
    Sound Mix:
        Dolby Digital
    "
Swiss Family Robinson,https://www.imdb.com/title/tt0054357/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0054357/?ref_=ttls_li_i,46.,(1960),U,126 min,"
Adventure, Family            ",7.2,Rate,"
61        
        Metascore
        ","
    A Swiss family must survive being shipwrecked on a deserted island.","
    Director:
Ken Annakin
                 | 
    Stars:
John Mills, 
Dorothy McGuire, 
James MacArthur, 
Janet Munro
    ",https://www.imdb.com/name/nm0002175/?ref_=ttls_li_dr_0,Ken Annakin,https://www.imdb.com/name/nm0590055/?ref_=ttls_li_st_0,John Mills,https://www.imdb.com/name/nm0570192/?ref_=ttls_li_st_1,Dorothy McGuire,https://www.imdb.com/name/nm0531279/?ref_=ttls_li_st_2,James MacArthur,https://www.imdb.com/name/nm0613130/?ref_=ttls_li_st_3,Janet Munro,,,"14,087",$40.36M,"
                        2h 6min
                    ","
        Director:
Ken Annakin    ","
    Production Co:
 Walt Disney Productions      
        See more »
      
    "
Enchanted,https://www.imdb.com/title/tt0461770/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0461770/?ref_=ttls_li_i,47.,(2007),PG,107 min,"
Animation, Comedy, Family            ",7,Rate,"
75        
        Metascore
        ","
    A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.","
    Director:
Kevin Lima
                 | 
    Stars:
Amy Adams, 
Susan Sarandon, 
James Marsden, 
Patrick Dempsey
    ",https://www.imdb.com/name/nm0510674/?ref_=ttls_li_dr_0,Kevin Lima,https://www.imdb.com/name/nm0010736/?ref_=ttls_li_st_0,Amy Adams,https://www.imdb.com/name/nm0000215/?ref_=ttls_li_st_1,Susan Sarandon,https://www.imdb.com/name/nm0005188/?ref_=ttls_li_st_2,James Marsden,https://www.imdb.com/name/nm0001131/?ref_=ttls_li_st_3,Patrick Dempsey,,,"175,729",$127.81M,"
                        1h 47min
                    ","
        Director:
Kevin Lima    ","
Cumulative Worldwide Gross: $340,487,747        "
The Princess Diaries,https://www.imdb.com/title/tt0247638/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0247638/?ref_=ttls_li_i,48.,(2001),U,111 min,"
Comedy, Family, Romance            ",6.3,Rate,"
52        
        Metascore
        ","
    Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.","
    Director:
Garry Marshall
                 | 
    Stars:
Julie Andrews, 
Anne Hathaway, 
Hector Elizondo, 
Heather Matarazzo
    ",https://www.imdb.com/name/nm0005190/?ref_=ttls_li_dr_0,Garry Marshall,https://www.imdb.com/name/nm0000267/?ref_=ttls_li_st_0,Julie Andrews,https://www.imdb.com/name/nm0004266/?ref_=ttls_li_st_1,Anne Hathaway,https://www.imdb.com/name/nm0001185/?ref_=ttls_li_st_2,Hector Elizondo,https://www.imdb.com/name/nm0000525/?ref_=ttls_li_st_3,Heather Matarazzo,,,"127,295",$108.25M,"
                        1h 51min
                    ","
        Director:
Garry Marshall    ","
Cumulative Worldwide Gross: $165,335,153        "
The Lion King 2: Simba's Pride,https://www.imdb.com/title/tt0120131/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0120131/?ref_=ttls_li_i,49.,(1998 Video),U,81 min,"
Animation, Adventure, Drama            ",6.5,Rate,,"
    Simba's daughter is the key to a resolution of a bitter feud between Simba's pride and the outcast pride led by the mate of Scar.","
    Directors:
Darrell Rooney, 
Rob LaDuca
                 | 
    Stars:
Matthew Broderick, 
Neve Campbell, 
Andy Dick, 
Robert Guillaume
    ",https://www.imdb.com/name/nm0740311/?ref_=ttls_li_dr_0,Darrell Rooney,https://www.imdb.com/name/nm0480349/?ref_=ttls_li_dr_1,Rob LaDuca,https://www.imdb.com/name/nm0000111/?ref_=ttls_li_st_0,Matthew Broderick,https://www.imdb.com/name/nm0000117/?ref_=ttls_li_st_1,Neve Campbell,https://www.imdb.com/name/nm0004873/?ref_=ttls_li_st_2,Andy Dick,https://www.imdb.com/name/nm0347039/?ref_=ttls_li_st_3,Robert Guillaume,"60,264",,"
                        1h 21min
                    ","
        Directors:
Darrell Rooney, Rob LaDuca (co-director)    ","
    Sound Mix:
        3 Channel Stereo
(5.1) (L-R)|        Dolby Digital
(Dolby Digital 5.1) (5.1) (L-R)    "
The Incredibles,https://www.imdb.com/title/tt0317705/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0317705/?ref_=ttls_li_i,50.,(2004),U,115 min,"
Animation, Action, Adventure            ",8,Rate,"
90        
        Metascore
        ","
    A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","
    Director:
Brad Bird
                 | 
    Stars:
Craig T. Nelson, 
Samuel L. Jackson, 
Holly Hunter, 
Jason Lee
    ",https://www.imdb.com/name/nm0083348/?ref_=ttls_li_dr_0,Brad Bird,https://www.imdb.com/name/nm0005266/?ref_=ttls_li_st_0,Craig T. Nelson,https://www.imdb.com/name/nm0000168/?ref_=ttls_li_st_1,Samuel L. Jackson,https://www.imdb.com/name/nm0000456/?ref_=ttls_li_st_2,Holly Hunter,https://www.imdb.com/name/nm0005134/?ref_=ttls_li_st_3,Jason Lee,,,"651,478",$261.44M,"
                        1h 55min
                    ","
        Director:
Brad Bird    ","
Cumulative Worldwide Gross: $631,606,713        "
Lilo & Stitch,https://www.imdb.com/title/tt0275847/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0275847/?ref_=ttls_li_i,51.,(2002),U,85 min,"
Animation, Adventure, Comedy            ",7.2,Rate,"
73        
        Metascore
        ","
    A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.","
    Directors:
Dean DeBlois, 
Chris Sanders
                 | 
    Stars:
Daveigh Chase, 
Chris Sanders, 
Tia Carrere, 
David Ogden Stiers
    ",https://www.imdb.com/name/nm0213450/?ref_=ttls_li_dr_0,Dean DeBlois,https://www.imdb.com/name/nm0761498/?ref_=ttls_li_dr_1,Chris Sanders,https://www.imdb.com/name/nm0153738/?ref_=ttls_li_st_0,Daveigh Chase,https://www.imdb.com/name/nm0761498/?ref_=ttls_li_st_1,Chris Sanders,https://www.imdb.com/name/nm0000119/?ref_=ttls_li_st_2,Tia Carrere,https://www.imdb.com/name/nm0001773/?ref_=ttls_li_st_3,David Ogden Stiers,"166,865",$145.79M,"
                        1h 25min
                    ","
        Directors:
Dean DeBlois, Chris Sanders    ","
    Production Co:
 Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Feature Animation Florida      
        See more »
      
    "
Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0029583/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0029583/?ref_=ttls_li_i,52.,(1937),A,83 min,"
Animation, Family, Fantasy            ",7.6,Rate,"
95        
        Metascore
        ","
    Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","
    Directors:
William Cottrell, 
David Hand, 
Wilfred Jackson, 
Larry Morey, 
Perce Pearce, 
Ben Sharpsteen
                 | 
    Stars:
Adriana Caselotti, 
Harry Stockwell, 
Lucille La Verne, 
Roy Atwell
    ",https://www.imdb.com/name/nm0183183/?ref_=ttls_li_dr_0,William Cottrell,https://www.imdb.com/name/nm0359457/?ref_=ttls_li_dr_1,David Hand,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_2,Wilfred Jackson,https://www.imdb.com/name/nm0604392/?ref_=ttls_li_dr_3,Larry Morey,https://www.imdb.com/name/nm0668998/?ref_=ttls_li_dr_4,Perce Pearce,https://www.imdb.com/name/nm0789313/?ref_=ttls_li_dr_5,Ben Sharpsteen,"180,030",$184.93M,"
                        1h 23min
                    ","
        Directors:
William Cottrell, David Hand            |
4 more credits »
    ","
Cumulative Worldwide Gross: $184,925,486        "
Cars,https://www.imdb.com/title/tt0317219/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0317219/?ref_=ttls_li_i,53.,(2006),PG,117 min,"
Animation, Comedy, Family            ",7.1,Rate,"
73        
        Metascore
        ","
    A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.","
    Directors:
John Lasseter, 
Joe Ranft
                 | 
    Stars:
Owen Wilson, 
Bonnie Hunt, 
Paul Newman, 
Larry the Cable Guy
    ",https://www.imdb.com/name/nm0005124/?ref_=ttls_li_dr_0,John Lasseter,https://www.imdb.com/name/nm0710020/?ref_=ttls_li_dr_1,Joe Ranft,https://www.imdb.com/name/nm0005562/?ref_=ttls_li_st_0,Owen Wilson,https://www.imdb.com/name/nm0001372/?ref_=ttls_li_st_1,Bonnie Hunt,https://www.imdb.com/name/nm0000056/?ref_=ttls_li_st_2,Paul Newman,https://www.imdb.com/name/nm1249256/?ref_=ttls_li_st_3,Larry the Cable Guy,"364,518",$244.08M,"
                        1h 57min
                    ","
        Directors:
John Lasseter, Joe Ranft (co-director)    ","
Cumulative Worldwide Gross: $461,991,867        "
Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0325980/?ref_=ttls_li_i,54.,(2003),12A,143 min,"
Action, Adventure, Fantasy            ",8,Rate,"
63        
        Metascore
        ","
    Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","
    Director:
Gore Verbinski
                 | 
    Stars:
Johnny Depp, 
Geoffrey Rush, 
Orlando Bloom, 
Keira Knightley
    ",https://www.imdb.com/name/nm0893659/?ref_=ttls_li_dr_0,Gore Verbinski,https://www.imdb.com/name/nm0000136/?ref_=ttls_li_st_0,Johnny Depp,https://www.imdb.com/name/nm0001691/?ref_=ttls_li_st_1,Geoffrey Rush,https://www.imdb.com/name/nm0089217/?ref_=ttls_li_st_2,Orlando Bloom,https://www.imdb.com/name/nm0461136/?ref_=ttls_li_st_3,Keira Knightley,,,"1,009,957",$305.41M,"
                        2h 23min
                    ","
        Director:
Gore Verbinski    ","
Cumulative Worldwide Gross: $654,264,015        "
Holes,https://www.imdb.com/title/tt0311289/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0311289/?ref_=ttls_li_i,55.,(2003),PG,117 min,"
Adventure, Comedy, Drama            ",7,Rate,"
71        
        Metascore
        ","
    A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.","
    Director:
Andrew Davis
                 | 
    Stars:
Shia LaBeouf, 
Sigourney Weaver, 
Jon Voight, 
Tim Blake Nelson
    ",https://www.imdb.com/name/nm0001112/?ref_=ttls_li_dr_0,Andrew Davis,https://www.imdb.com/name/nm0479471/?ref_=ttls_li_st_0,Shia LaBeouf,https://www.imdb.com/name/nm0000244/?ref_=ttls_li_st_1,Sigourney Weaver,https://www.imdb.com/name/nm0000685/?ref_=ttls_li_st_2,Jon Voight,https://www.imdb.com/name/nm0625789/?ref_=ttls_li_st_3,Tim Blake Nelson,,,"77,106",$67.41M,"
                        1h 57min
                    ","
        Director:
Andrew Davis    ","
Cumulative Worldwide Gross: $71,406,573        "
The Rescuers,https://www.imdb.com/title/tt0076618/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0076618/?ref_=ttls_li_i,56.,(1977),U,78 min,"
Animation, Adventure, Comedy            ",6.9,Rate,"
74        
        Metascore
        ","
    Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.","
    Directors:
John Lounsbery, 
Wolfgang Reitherman, 
Art Stevens
                 | 
    Stars:
Bob Newhart, 
Eva Gabor, 
Geraldine Page, 
Joe Flynn
    ",https://www.imdb.com/name/nm0522028/?ref_=ttls_li_dr_0,John Lounsbery,https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_1,Wolfgang Reitherman,https://www.imdb.com/name/nm0828245/?ref_=ttls_li_dr_2,Art Stevens,https://www.imdb.com/name/nm0627878/?ref_=ttls_li_st_0,Bob Newhart,https://www.imdb.com/name/nm0001247/?ref_=ttls_li_st_1,Eva Gabor,https://www.imdb.com/name/nm0656183/?ref_=ttls_li_st_2,Geraldine Page,"57,819",$71.22M,"
                        1h 18min
                    ","
        Directors:
John Lounsbery, Wolfgang Reitherman            |
1 more credit »
    ","
    Production Co:
 Walt Disney Animation Studios, Walt Disney Productions      
        See more »
      
    "
The Rescuers Down Under,https://www.imdb.com/title/tt0100477/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0100477/?ref_=ttls_li_i,57.,(1990),U,77 min,"
Animation, Adventure, Crime            ",6.9,Rate,"
70        
        Metascore
        ","
    The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a little boy and a rare golden eagle from a murderous poacher.","
    Directors:
Hendel Butoy, 
Mike Gabriel
                 | 
    Stars:
Bob Newhart, 
Eva Gabor, 
John Candy, 
Tristan Rogers
    ",https://www.imdb.com/name/nm0125186/?ref_=ttls_li_dr_0,Hendel Butoy,https://www.imdb.com/name/nm0300265/?ref_=ttls_li_dr_1,Mike Gabriel,https://www.imdb.com/name/nm0627878/?ref_=ttls_li_st_0,Bob Newhart,https://www.imdb.com/name/nm0001247/?ref_=ttls_li_st_1,Eva Gabor,https://www.imdb.com/name/nm0001006/?ref_=ttls_li_st_2,John Candy,https://www.imdb.com/name/nm0737248/?ref_=ttls_li_st_3,Tristan Rogers,"38,147",$27.93M,"
                        1h 17min
                    ","
        Directors:
Hendel Butoy, Mike Gabriel    ","
    Production Co:
 Silver Screen Partners IV, Walt Disney Animation Studios, Walt Disney Pictures      
        See more »
      
    "
